,Name,Review Count,Category,Sub Category,Address,City,Zip Code,Phone number,Yelp Domain
757,Patika,219 reviews,Coffee & Tea,Cafes,2159 S Lamar Blvd ,Austin,78704,(512) 535-3955,https://www.yelp.com/biz/patika-austin?hrid=m70FPwxaxq6x5kxvI2WojQ&osq=Restaurants
758,The B's Kitchen Vietnamese & Asian Cuisine,48 reviews,Vietnamese,Food Trucks,5000 Burnet Rd ,Austin,78756,(512) 820-9885,https://www.yelp.com/biz/the-bs-kitchen-vietnamese-and-asian-cuisine-austin?hrid=wuY16EkWE0jMfIit1aWTWQ&osq=Restaurants
759,Boat House Grill,179 reviews,Seafood,American (Traditional),6812 Ranch Rd 620 N ,Austin,78732,(512) 249-5200,https://www.yelp.com/biz/boat-house-grill-austin?hrid=O7ceAZTXT4VOZCMUTUcsyA&osq=Restaurants
760,Planet Sub,45 reviews,Sandwiches,Salad,906 Congress Ave ,Austin,78701,(512) 391-1975,https://www.yelp.com/biz/planet-sub-austin-2?hrid=2BDpG0OURF4AgPDk0wbjig&osq=Restaurants
761,Torchy's Tacos,697 reviews,Tex-Mex,Breakfast & Brunch,4211 Spicewood Springs Rd ,Austin,78731,(512) 291-7277,https://www.yelp.com/biz/torchys-tacos-austin-7?hrid=SzFemCtyyI2oSNUQ63InMw&osq=Restaurants
762,Lucy's Fried Chicken,432 reviews,American (Traditional),,5408 Burnet Rd ,Austin,78756,(512) 514-0664,https://www.yelp.com/biz/lucys-fried-chicken-austin-4?hrid=XAN3MNqQyqqY8fTlHyMuGw&osq=Restaurants
763,Mary's Cafe,152 reviews,Coffee & Tea,Breakfast & Brunch,3209 Red River St ,Austin,78705,(512) 334-9460,https://www.yelp.com/biz/marys-cafe-austin-2?hrid=5m4nmPnmm7fm1DqRVJpysw&osq=Restaurants
764,The Great Y'all,10 reviews,Vegan,Asian Fusion,701 E 53rd St ,Austin,78751,(512) 902-0707,https://www.yelp.com/biz/the-great-yall-austin?hrid=NJoqdi-YEoNM92EVVl1IhA&osq=Restaurants
765,Winflo Osteria,348 reviews,Pizza,Italian,1315 W 6th St ,Austin,78703,(512) 582-1027,https://www.yelp.com/biz/winflo-osteria-austin?hrid=6XLwD82rpwtQUYwoMeCU_w&osq=Restaurants
766,The County Line,347 reviews,Barbeque,Steakhouses,6500 Bee Cave Rd ,Austin,78746,(512) 327-1742,https://www.yelp.com/biz/the-county-line-austin?hrid=XdqwB8CK63_kTwj2jxiTdw&osq=Restaurants
767,Joe's Bakery & Coffee Shop,241 reviews,Mexican,Bakeries,2305 E 7th St ,Austin,78702,(512) 472-0017,https://www.yelp.com/biz/joes-bakery-and-coffee-shop-austin?hrid=iJSMtSkmnuEUN9Hd2YQQkg&osq=Restaurants
768,Newk's Eatery,281 reviews,Pizza,Sandwiches,9722 Great Hills Trl ,Austin,78759,(512) 795-7507,https://www.yelp.com/biz/newks-eatery-austin?hrid=UpTNSA7n1pEYtCgmEaoQiw&osq=Restaurants
769,Alta's Cafe,129 reviews,Coffee & Tea,Cafes,74 Trinity St ,Austin,78701,(512) 499-0470,
770,Bananarchy,47 reviews,Desserts,Food Trucks,701 E 53rd St ,Austin,78751,(512) 522-9316,https://www.yelp.com/biz/bananarchy-austin-2?hrid=uggW59ErW2snFS7q4aUy3w&osq=Restaurants
771,Shanghai Restaurant,386 reviews,Dim Sum,Asian Fusion,6718 Middle Fiskville Rd ,Austin,78752,(512) 458-8088,https://www.yelp.com/biz/shanghai-restaurant-austin?hrid=LcGatAhQUtCJl2Y2Zfqqyw&osq=Restaurants
772,Capital TACO,49 reviews,Food Trucks,Tacos,1901 S Lamar ,Austin,78704,(512) 457-9992,https://www.yelp.com/biz/capital-taco-austin?hrid=ml_5fXX5VX0v2HVQlU9_LQ&osq=Restaurants
773,Snap Kitchen,108 reviews,Gluten-Free,Food Delivery Services,1014 W 6th St ,Austin,78703,(512) 479-5959,https://www.yelp.com/biz/snap-kitchen-austin-2?hrid=k3wF3L60F7BP31MW6dvkdw&osq=Restaurants
774,New Fortune Chinese Seafood Restaurant,287 reviews,Dim Sum,Seafood,10901 N Lamar Blvd ,Austin,78753,(512) 832-9992,https://www.yelp.com/biz/new-fortune-chinese-seafood-restaurant-austin?hrid=Z5i9Aa9Pe-criz2aDwVsTA&osq=Restaurants
775,Lotus Hunan,119 reviews,Chinese,Seafood,3201 Bee Cave Rd ,Austin,78746,(512) 327-7776,https://www.yelp.com/biz/lotus-hunan-austin?hrid=-T9dPAoyuLJwHXexnCUySQ&osq=Restaurants
776,Almarah Mediterranean Cuisine,378 reviews,Mediterranean,Halal,12129 Ranch Rd 620 N ,Austin,78750,(512) 520-8169,https://www.yelp.com/biz/almarah-mediterranean-cuisine-austin-4?hrid=2Yt5lqi5hab5GjKhfd03ZA&osq=Restaurants
777,Flaming Pizza,89 reviews,Pizza,,3220 Feathergrass Ct ,Austin,78758,(512) 792-9595,https://www.yelp.com/biz/flaming-pizza-austin?hrid=4xtZ4s50AGoICfAxiqNrGg&osq=Restaurants
778,Pacha,539 reviews,Coffee & Tea,Breakfast & Brunch,4618 Burnet Rd ,Austin,78756,(512) 420-8758,https://www.yelp.com/biz/pacha-austin?hrid=S9XJSff69d-S2-3ajuj6Ow&osq=Restaurants
779,Chu-Mikal's Cafe,46 reviews,Burgers,Cafes,3223 E 7th St ,Austin,78702,(512) 386-8840,https://www.yelp.com/biz/chu-mikals-cafe-austin-2?hrid=8jNnVJJLs5Y6eUjQ8bI93w&osq=Restaurants
780,Dock and Roll Diner,59 reviews,Food Stands,Sandwiches,1905 Capital Of Texas Hwy ,Austin,78746,(512) 571-2123,https://www.yelp.com/biz/dock-and-roll-diner-austin-2?hrid=rJzWH_wnlEboI9xJ4QXRdA&osq=Restaurants
781,Gusto Italian Kitchen & Wine Bar,324 reviews,Italian,Wine Bars,4800 Burnet Rd ,Austin,78756,(512) 458-1100,https://www.yelp.com/biz/gusto-italian-kitchen-and-wine-bar-austin?hrid=OBFcUSrtWc1mox8A9djKxg&osq=Restaurants
782,MAX's Wine Dive,811 reviews,Wine Bars,American (New),207 San Jacinto Blvd ,Austin,78701,(512) 904-0111,https://www.yelp.com/biz/maxs-wine-dive-austin?hrid=-Jh0R5DMKfQKc3QrNWiogw&osq=Restaurants
783,Dolce Vita,337 reviews,Coffee & Tea,Bars,4222 Duval St ,Austin,78751,(512) 323-2686,https://www.yelp.com/biz/dolce-vita-austin?hrid=hfjNdoklTOFb9bpQWaY9Lw&osq=Restaurants
784,Crú Wine Bar,232 reviews,Wine Bars,American (New),238 W 2nd St ,Austin,78701,(512) 472-9463,https://www.yelp.com/biz/cr%C3%BA-wine-bar-austin-3?hrid=CGaaJt0zjkxeCKY9WgEqMg&osq=Restaurants
785,Saigon Le Vendeur,171 reviews,Food Trucks,Vietnamese,,Austin,,(512) 351-6916,https://www.yelp.com/biz/saigon-le-vendeur-austin?hrid=OnhV8SXP_UxhOVuCLLi5VA&osq=Restaurants
786,Glorieta Delicias Hondureanas,7 reviews,Street Vendors,Latin American,1723 E Oltorf St ,Austin,78741,,https://www.yelp.com/biz/glorieta-delicias-hondureanas-austin?hrid=0rRtXuvh0BkOkniikCCshA&osq=Restaurants
787,El Chile Café Y Cantina,363 reviews,Mexican,,1809 Manor Rd ,Austin,78722,(512) 457-9900,https://www.yelp.com/biz/el-chile-caf%C3%A9-y-cantina-austin-6?hrid=cc-rOQ_GDv1sp8-C8Q6X-Q&osq=Restaurants
788,Shake Shack,515 reviews,Burgers,Hot Dogs,1100 S Lamar ,Austin,78704,(512) 717-0430,https://www.yelp.com/biz/shake-shack-austin?hrid=GK-g6hbnrOB54eDzmRcIAw&osq=Restaurants
789,Frank & Angie's,212 reviews,Pizza,Italian,508 West Ave ,Austin,78701,(512) 472-3534,https://www.yelp.com/biz/frank-and-angies-austin?hrid=HWnwbz5xQg2CxHNG84Ezsg&osq=Restaurants
790,My Thai Mom,61 reviews,Food Trucks,Thai,1006 Congress Ave ,Austin,78701,(512) 202-6438,https://www.yelp.com/biz/my-thai-mom-austin?hrid=3n_Hw77d0_5VM_xXQEDgwA&osq=Restaurants
791,Hut's Hamburgers,609 reviews,Burgers,,807 W 6th St ,Austin,78703,(512) 472-0693,https://www.yelp.com/biz/huts-hamburgers-austin?hrid=ZArRnOHCiQGqeTzMLCpX7g&osq=Restaurants
792,Taj Palace Indian Restaurant,259 reviews,Indian,Buffets,6700 Middle Fiskville Rd ,Austin,78752,(512) 452-9959,https://www.yelp.com/biz/taj-palace-indian-restaurant-austin-2?hrid=Ye4mm7hV9_RiUmY4a9udXQ&osq=Restaurants
793,Torchy's Tacos,678 reviews,Tex-Mex,Breakfast & Brunch,2801 Guadalupe St ,Austin,78705,(512) 494-8226,https://www.yelp.com/biz/torchys-tacos-austin-4?hrid=8SUxnWXBKxCFUlXw0JKo4A&osq=Restaurants
794,Tarka Indian Kitchen,718 reviews,Indian,,5207 Brodie Ln ,Austin,78745,(512) 892-2008,https://www.yelp.com/biz/tarka-indian-kitchen-austin-4?hrid=T7165HzbNk8-yi0KCXv5DA&osq=Restaurants
795,aRoma Italian,230 reviews,Italian,Cocktail Bars,3403 S Lamar Blvd ,Austin,78704,(512) 900-8670,https://www.yelp.com/biz/aroma-italian-austin?hrid=ctK6YKEzC-CmHTGp3UnpCQ&osq=Restaurants
796,Smart Flour Foods,11 reviews,Gluten-Free,Pizza,4020 S Industrial Dr ,Austin,78744,(512) 706-1775,https://www.yelp.com/biz/smart-flour-foods-austin-5?hrid=IDw_CUXnXYw3IgQJztTneQ&osq=Restaurants
797,Shiner's Saloon,131 reviews,Bars,American (Traditional),422 Congress Ave ,Austin,78701,(512) 448-4600,https://www.yelp.com/biz/shiners-saloon-austin?hrid=BCOY33rSWzieagSJGWnXLg&osq=Restaurants
798,Bar-B-Q Heaven,71 reviews,Barbeque,Food Trucks,519 East 7th St ,Austin,78701,(512) 945-8970,https://www.yelp.com/biz/bar-b-q-heaven-austin?hrid=5WM7qe5om8--CyYL6eaxVw&osq=Restaurants
799,Charm Korean BBQ,132 reviews,Barbeque,Korean,1200 W Howard Ln ,Austin,78753,(512) 505-8513,https://www.yelp.com/biz/charm-korean-bbq-austin?hrid=1Stx-x-mY0jv9wEPd-Q-rQ&osq=Restaurants
800,Pho Saigon Noodle House,612 reviews,Vietnamese,Noodles,10901 N Lamar Blvd ,Austin,78753,(512) 821-1022,https://www.yelp.com/biz/pho-saigon-noodle-house-austin-2?hrid=leZDEd8-1yhmiHuWbO8pfQ&osq=Restaurants
801,Ho Ho Chinese BBQ,550 reviews,Chinese,Barbeque,13000 N Ih-35 ,Austin,78753,(512) 339-9088,https://www.yelp.com/biz/ho-ho-chinese-bbq-austin?hrid=J-QIZwY7UNnZNxzFn4XTxA&osq=Restaurants
802,Central Standard,78 reviews,Bars,American (Traditional),1603 S Congress Ave ,Austin,78704,(512) 942-0823,https://www.yelp.com/biz/central-standard-austin?hrid=qJe63fMcBV5hQQSnOLGvRg&osq=Restaurants
803,The Steeping Room,656 reviews,Tea Rooms,Vegetarian,11410 Century Oaks Ter ,Austin,78758,(512) 977-8337,https://www.yelp.com/biz/the-steeping-room-austin?hrid=HaEKjE7MxXXN_OoNeiO1Sg&osq=Restaurants
804,Maudie's Café,235 reviews,Tex-Mex,Breakfast & Brunch,2608 W 7th ,Austin,78703,(512) 473-3740,https://www.yelp.com/biz/maudies-caf%C3%A9-austin-4?hrid=2NjrNtmrnrjMxM0PD5uggw&osq=Restaurants
805,Michi Ramen,133 reviews,Ramen,,3005 S Lamar Blvd ,Austin,78704,(512) 394-6350,https://www.yelp.com/biz/michi-ramen-austin-2?hrid=K-cdCNR-JpAaNv6ozvs9Qg&osq=Restaurants
806,Torchy's Tacos,359 reviews,Mexican,Tex-Mex,3005 S Lamar Blvd ,Austin,78704,(512) 614-1832,https://www.yelp.com/biz/torchys-tacos-austin-11?hrid=XAsNsb4JYEC3dmkGDRIS0Q&osq=Restaurants
807,Aimee's Super Fantazmo,76 reviews,Mediterranean,Food Stands,1211 E 6th St ,Austin,78702,(512) 740-0950,https://www.yelp.com/biz/aimees-super-fantazmo-austin?hrid=LGU0gFk1YgHu534DehT-Uw&osq=Restaurants
808,Korea House,684 reviews,Korean,Sushi Bars,2700 W Anderson Ln ,Austin,78757,(512) 458-2477,https://www.yelp.com/biz/korea-house-austin?hrid=6HFBaAZooG3aJ1ajsu0JBw&osq=Restaurants
809,Don Gume's Tacos & More,9 reviews,Tacos,,343 S Congress Ave ,Austin,78704,(512) 804-6614,https://www.yelp.com/biz/don-gumes-tacos-and-more-austin?hrid=SOBW3OnBT-laerz4QlEIzA&osq=Restaurants
810,Iron Works Barbecue,841 reviews,Barbeque,,100 Red River St ,Austin,78701,(512) 478-4855,https://www.yelp.com/biz/iron-works-barbecue-austin?hrid=3ORQS22O1HBbCOzkWSgYqg&osq=Restaurants
811,Tacos and Tequila,515 reviews,Bars,Mexican,507 Pressler St ,Austin,78703,(512) 436-8226,https://www.yelp.com/biz/tacos-and-tequila-austin?hrid=2an1VYy97aZrutdLQUhWTA&osq=Restaurants
812,Tacodeli,797 reviews,Mexican,Delis,12001 N Burnet Rd ,Austin,78758,(512) 339-1700,https://www.yelp.com/biz/tacodeli-austin-6?hrid=yZS8iqy2AN6k0KMXPc-yng&osq=Restaurants
813,S-H Donuts,138 reviews,Breakfast & Brunch,Donuts,5313 Manor Rd ,Austin,78723,(512) 926-6094,https://www.yelp.com/biz/s-h-donuts-austin?hrid=mvCKahHTffFt1_DVUT1kTA&osq=Restaurants
814,MOD Pizza,111 reviews,Pizza,Fast Food,1920 East Riverside Dr ,Austin,78741,(512) 792-5554,https://www.yelp.com/biz/mod-pizza-austin-6?hrid=IssiEP6yiP3YtMB4bkb5qQ&osq=Restaurants
815,Thai Kruefha,29 reviews,Food Trucks,Thai,,Austin,,(512) 547-7281,https://www.yelp.com/biz/thai-kruefha-austin-6?hrid=j7BIC1w4zi-GwHZkAdnQmQ&osq=Restaurants
816,Vicecreme,20 reviews,Vegan,Ice Cream & Frozen Yogurt,6550 Comanche Trl ,Austin,78732,(512) 531-9811,https://www.yelp.com/biz/vicecreme-austin?hrid=rSTNrGMGCDDJy4lgd5jm-g&osq=Restaurants
817,Curcuma,28 reviews,Vegetarian,Vegan,2207 E Cesar Chavez St ,Austin,78702,(512) 956-9550,https://www.yelp.com/biz/curcuma-austin?hrid=ZzOO8FWm5KcCOfs7i3yYDA&osq=Restaurants
818,El Meson,96 reviews,Mexican,,5808 Burleson Rd ,Austin,78744,(512) 416-0749,https://www.yelp.com/biz/el-meson-austin?hrid=6c16s3dykPQrt2D3Z2vxlQ&osq=Restaurants
819,North Side Trattoria,4 reviews,Italian,,525 N Lamar ,Austin,78703,(512) 476-1206,https://www.yelp.com/biz/north-side-trattoria-austin?hrid=5KdRiWm5cQ63e5fDtjIBLA&osq=Restaurants
820,Tarbouch Lebanese Grill & Hookah,298 reviews,Mediterranean,Lebanese,534 E Oltorf St ,Austin,78704,(512) 326-2001,https://www.yelp.com/biz/tarbouch-lebanese-grill-and-hookah-austin?hrid=Y87J9Qy40pf7RXtx5No5qg&osq=Restaurants
821,Fleming's Prime Steakhouse,257 reviews,Steakhouses,Wine Bars,320 E 2nd St ,Austin,78701,(512) 457-1500,https://www.yelp.com/biz/flemings-prime-steakhouse-austin?hrid=uxFs3Y4ARktSfJLF6LvgGQ&osq=Restaurants
822,SWB - Southwest Bistro,42 reviews,American (New),,208 Barton Springs Rd ,Austin,78704,(512) 477-1234,https://www.yelp.com/biz/swb-southwest-bistro-austin?hrid=NPttl0w_a02JzY2Ui6atPA&osq=Restaurants
823,Papadom,67 reviews,Indian,Vegan,310 Colorado St ,Austin,78701,(512) 840-1434,https://www.yelp.com/biz/papadom-austin?hrid=_IZkKhLBRgUU7Nq5e9xkUw&osq=Restaurants
824,Ross' Old Austin Cafe,160 reviews,American (Traditional),Burgers,11800 N Lamar Blvd ,Austin,78753,(512) 835-2414,https://www.yelp.com/biz/ross-old-austin-cafe-austin?hrid=n10d2hAB6G9MxAQODPFlAw&osq=Restaurants
825,South Austin Trailer Park & Eatery,101 reviews,Food Stands,Tex-Mex,1311 S 1st St ,Austin,78704,(512) 916-9235,https://www.yelp.com/biz/south-austin-trailer-park-and-eatery-austin?hrid=mCluDSK9cmcnTuhCYShuOA&osq=Restaurants
826,Opa! Coffee & Wine Bar,354 reviews,Wine Bars,Greek,2050 S Lamar Blvd ,Austin,78704,(512) 326-8742,https://www.yelp.com/biz/opa-coffee-and-wine-bar-austin?hrid=0yObEPTZr2GdfkDaR_uCXw&osq=Restaurants
827,Top Notch,532 reviews,Fast Food,Burgers,7525 Burnet Rd ,Austin,78757,(512) 452-2181,https://www.yelp.com/biz/top-notch-austin?hrid=xYmK2iNccfo4RiAWJ4FTIQ&osq=Restaurants
828,P. Terry's Burger Stand,574 reviews,Burgers,Fast Food,404 S Lamar Blvd ,Austin,78704,(512) 473-2217,https://www.yelp.com/biz/p-terrys-burger-stand-austin-3?hrid=Pa4_V0cYXjQ0fmDNqSbinA&osq=Restaurants
829,Taverna,700 reviews,Italian,Breakfast & Brunch,258 W 2nd St ,Austin,78701,(512) 477-1001,https://www.yelp.com/biz/taverna-austin-2?hrid=31joryc9JU8qZNBtXCJx7A&osq=Restaurants
830,Longhorn Chicken,24 reviews,Food Trucks,Halal,,Austin,,(510) 552-2932,https://www.yelp.com/biz/longhorn-chicken-austin?hrid=IO_xA5tiKgaFbpXMPtauWA&osq=Restaurants
831,Pho Van,272 reviews,Vietnamese,,8557 Research Blvd ,Austin,78758,(512) 832-5595,https://www.yelp.com/biz/pho-van-austin?hrid=sELzV3pCIBoZct5nN_ZRwA&osq=Restaurants
832,in.gredients,96 reviews,Grocery,Cafes,2610 Manor Rd ,Austin,78722,(512) 275-6357,https://www.yelp.com/biz/in-gredients-austin?hrid=SVaCX8nIcKC26wYTpl9nmg&osq=Restaurants
833,Stubb's Bar-B-Q,990 reviews,Barbeque,,801 Red River St ,Austin,78701,(512) 480-8341,https://www.yelp.com/biz/stubbs-bar-b-q-austin?hrid=FoRePyMG44yO4uOu5hsUmQ&osq=Restaurants
834,J. Leonardi's Barbeque,30 reviews,Food Trucks,Barbeque,,Austin,,(512) 221-0336,https://www.yelp.com/biz/j-leonardis-barbeque-austin-2?hrid=DG3Prptl7CPfIDeaMtP0sg&osq=Restaurants
835,Dan's Hamburgers,299 reviews,Burgers,Diners,4308 Manchaca Rd ,Austin,78704,(512) 443-6131,https://www.yelp.com/biz/dans-hamburgers-austin-2?hrid=Slr_YOalX2ZhFvkOVtLB9A&osq=Restaurants
836,Torchy's Tacos,422 reviews,Tex-Mex,Tacos,5119 Burnet Rd ,Austin,78756,(512) 382-0823,https://www.yelp.com/biz/torchys-tacos-austin-10?hrid=hreKlLTWY0ESci7dseEsMw&osq=Restaurants
837,Funki Chicken,7 reviews,American (New),Asian Fusion,323 E6th St ,Austin,78701,(409) 549-3760,https://www.yelp.com/biz/funki-chicken-austin?hrid=AvUqWMLTSN7OFzIXWosmgg&osq=Restaurants
838,El Primo,161 reviews,Mexican,Food Stands,2101 S 1st St ,Austin,78704,(512) 227-5060,https://www.yelp.com/biz/el-primo-austin?hrid=o6-W6rYvHUasmv-XaACItw&osq=Restaurants
839,Black Sheep Lodge,586 reviews,Burgers,Sports Bars,2108 S Lamar Blvd ,Austin,78704,(512) 707-2744,https://www.yelp.com/biz/black-sheep-lodge-austin?hrid=OrTqLnIoyOl1kzpY2yGnQw&osq=Restaurants
840,Dan's Hamburgers - Austin,260 reviews,Burgers,Sandwiches,5602 N Lamar Blvd ,Austin,78751,(512) 459-3239,https://www.yelp.com/biz/dans-hamburgers-austin-austin-2?hrid=Gkc5G3mX6VldLi6bcXd2MQ&osq=Restaurants
841,Dan's Hamburgers - Austin,79 reviews,Burgers,,844 Airport Blvd ,Austin,78702,(512) 385-2262,https://www.yelp.com/biz/dans-hamburgers-austin-austin?hrid=gjAMWRw0dnGIfBGnt710Bg&osq=Restaurants
842,Stinson's Bistro University Park,9 reviews,Coffee & Tea,American (New),3300 N I-35 ,Austin,78705,(512) 948-8383,https://www.yelp.com/biz/stinsons-bistro-university-park-austin?hrid=QBC-6x5IGF8b_ipsI3KDoQ&osq=Restaurants
843,3 Woks Down,37 reviews,Chinese,Noodles,1914 Guadalupe ,Austin,78705,(512) 243-7679,https://www.yelp.com/biz/3-woks-down-austin?hrid=SNIGERND3W2IUZ1wGc3NCw&osq=Restaurants
844,Pelon's Tex-Mex,300 reviews,Tex-Mex,,802 Red River St ,Austin,78701,(512) 243-7874,https://www.yelp.com/biz/pelons-tex-mex-austin-2?hrid=HG3IwebAu3fSPr1Mc1hIcQ&osq=Restaurants
845,Victoria Provisions,1 review,Seafood,American (New),1510 W 35th St Cutoff ,Austin,78731,(512) 366-3909,https://www.yelp.com/biz/victoria-provisions-austin-2?hrid=XHXVPe5qYbGoTHdHEg9NRg&osq=Restaurants
846,ASTI Trattoria,370 reviews,Italian,Pizza,408 E 43rd St ,Austin,78751,(512) 451-1218,https://www.yelp.com/biz/asti-trattoria-austin?hrid=N_p-OddLWqqjIWIOw9RQvA&osq=Restaurants
847,1886 Cafe & Bakery,352 reviews,American (Traditional),Bakeries,116 6th St ,Austin,78701,(512) 391-7066,https://www.yelp.com/biz/1886-cafe-and-bakery-austin?hrid=q-PgPsKgHin-eIvBgMdTcA&osq=Restaurants
848,Galloway's Sandwich Shop,9 reviews,Soul Food,Southern,1914 E 12th St ,Austin,78702,(512) 322-5212,https://www.yelp.com/biz/galloways-sandwich-shop-austin?hrid=FJ8w6juTjCl59ulLdtcpbQ&osq=Restaurants
849,Good Luck Grill,110 reviews,American (Traditional),Diners,14605 N Fm 973Manor,Austin,78653,(512) 272-8777,https://www.yelp.com/biz/good-luck-grill-manor?hrid=XJ-XE6ypDzPtPliXlLkOLw&osq=Restaurants
850,Santa Catarina Restaurant,337 reviews,Mexican,,1310 Ranch Rd 620 SLakeway,Austin,78734,(512) 300-0946,https://www.yelp.com/biz/santa-catarina-restaurant-lakeway?hrid=u4mIlN7wKfP1xkMQA_Cm5w&osq=Restaurants
851,Bun n' kabab,37 reviews,Food Trucks,Pakistani,,Austin,,(713) 240-8332,https://www.yelp.com/biz/bun-n-kabab-austin-2?hrid=JYbxI0MU-IiMOe55dp0Cnw&osq=Restaurants
852,Black Walnut Café,245 reviews,Cafes,American (New),10817 Ranch Road 2222 ,Austin,78730,(512) 241-0333,https://www.yelp.com/biz/black-walnut-caf%C3%A9-austin-2?hrid=xfhEYKOp8LfUaXtbrcvLBw&osq=Restaurants
853,Rockaway Beach ATX,68 reviews,Shaved Ice,Sandwiches,1620 E Riverside Dr ,Austin,78741,(512) 550-4671,https://www.yelp.com/biz/rockaway-beach-atx-austin?hrid=sCQWjvPeueKSMxC62Na0Qw&osq=Restaurants
854,Café Java,764 reviews,Coffee & Tea,Breakfast & Brunch,11900 Metric Blvd ,Austin,78758,(512) 339-7677,https://www.yelp.com/biz/caf%C3%A9-java-austin-2?hrid=lzIQ72lTf-hLubmNKhL8cA&osq=Restaurants
855,Brooklyn's Down South,105 reviews,Southern,Cajun/Creole,100 N Main StBuda,Austin,78610,(512) 312-4387,https://www.yelp.com/biz/brooklyns-down-south-buda?hrid=THdeuHnmyKrk8xvPzxWTew&osq=Restaurants
856,Shake Shack,288 reviews,American (Traditional),Burgers,11228 Domain Dr ,Austin,78759,(512) 717-0422,https://www.yelp.com/biz/shake-shack-austin-7?hrid=nOjoWM_EukYAXWI50tvuxA&osq=Restaurants
857,Tacodeli,138 reviews,Tex-Mex,Mexican,7301 Burnet Rd ,Austin,78757,(512) 467-9999,https://www.yelp.com/biz/tacodeli-austin-11?hrid=uY_whVngOvQZrTBszpOAAg&osq=Restaurants
858,Beto's Mexican Restaurant,21 reviews,Mexican,,3518 E 7th St ,Austin,78702,(512) 386-5013,https://www.yelp.com/biz/betos-mexican-restaurant-austin?hrid=JUg9LOEOlqmKtCeBlXPQnw&osq=Restaurants
859,Kerbey Lane Cafe,639 reviews,Breakfast & Brunch,American (Traditional),2606 Guadalupe St ,Austin,78705,(512) 477-5717,https://www.yelp.com/biz/kerbey-lane-cafe-austin-3?hrid=7TktG0SeyjPwScyNVie24w&osq=Restaurants
860,Big Delicious Food,2 reviews,Food Trucks,Tacos, ,Austin,78705,(214) 535-7978,https://www.yelp.com/biz/big-delicious-food-austin-4?hrid=jT94Mu4wXGQap_yFP-5jcQ&osq=Restaurants
861,VERTS Mediterranean Grill,101 reviews,Mediterranean,Sandwiches,1920 E Riverside Dr ,Austin,78741,(512) 291-2263,https://www.yelp.com/biz/verts-mediterranean-grill-austin-3?hrid=C4uEDZt7QlGJSM-uchA1cQ&osq=Restaurants
862,Spartan Pizza,212 reviews,Pizza,Sandwiches,1007 E 6th St ,Austin,78702,(512) 484-0798,https://www.yelp.com/biz/spartan-pizza-austin?hrid=9PA0XdEUFwJ767k-wZBZhA&osq=Restaurants
863,Revolución Tacos Y Tortas,3 reviews,Tacos,,2247 Guadalupe St ,Austin,78712,,https://www.yelp.com/biz/revoluci%C3%B3n-tacos-y-tortas-austin?hrid=RWf9-GG73zqSjpy4Mqe9kg&osq=Restaurants
864,Counter Cafe,519 reviews,Diners,Cafes,626 N Lamar Blvd ,Austin,78703,(512) 708-8800,https://www.yelp.com/biz/counter-cafe-austin?hrid=LfvZ2XnkJEOxc_PK7Sd4Tw&osq=Restaurants
865,Masala Dhaba,100 reviews,Food Trucks,Indian,75 Rainey St ,Austin,78701,(512) 665-6513,https://www.yelp.com/biz/masala-dhaba-austin?hrid=3UWuvLTCXCfSN4FLx19ixA&osq=Restaurants
866,Russell's Bakery,163 reviews,Bakeries,Coffee & Tea,3339 Hancock Dr ,Austin,78731,(512) 419-7877,https://www.yelp.com/biz/russells-bakery-austin?hrid=_QUrmeDZDQ4ZkWS4Vfa9bg&osq=Restaurants
867,Nau's Enfield Drug,159 reviews,Drugstores,Ice Cream & Frozen Yogurt,1115 W Lynn St ,Austin,78703,(512) 476-1221,https://www.yelp.com/biz/naus-enfield-drug-austin?hrid=ZmGXCWwuTvekclf8DJAnZg&osq=Restaurants
868,Trudy's,487 reviews,Tex-Mex,Bars,901 Little Texas Ln ,Austin,78745,(512) 326-9899,https://www.yelp.com/biz/trudys-austin-4?hrid=R0auMZgm8jfFN5pB71jeBA&osq=Restaurants
869,Top Taco,47 reviews,Food Trucks,Caterers,11200 Research Blvd ,Austin,78759,(512) 888-2565,https://www.yelp.com/biz/top-taco-austin?hrid=GerRe_ee0YpTTUg8cZJjbg&osq=Restaurants
870,Donn's BBQ,100 reviews,Barbeque,,10003 Fm 969 ,Austin,78724,(512) 928-0229,https://www.yelp.com/biz/donns-bbq-austin-2?hrid=b0wi1sKoAWGzTKCUCuxwXw&osq=Restaurants
871,The Soup Peddler Real Food & Juice Bar,215 reviews,Juice Bars & Smoothies,Sandwiches,2801 S Lamar Blvd ,Austin,78704,(512) 444-7687,https://www.yelp.com/biz/the-soup-peddler-real-food-and-juice-bar-austin-7?hrid=vJvrcF1FCRhDbQTnWel5wA&osq=Restaurants
872,The Blind Cafe,9 reviews,Gluten-Free,Cafes,404 Atlanta St ,Austin,78703,(720) 495-7797,https://www.yelp.com/biz/the-blind-cafe-austin?hrid=cKC6MEx2J4gva226YlUd2g&osq=Restaurants
873,Cazamance,140 reviews,Food Stands,African,5604 South Congress Ave ,Austin,78745,(512) 769-9560,https://www.yelp.com/biz/cazamance-austin-2?hrid=OW_6ZF065cJOkUqR1Pw3xw&osq=Restaurants
